Title,User_id,_2,_3,_4,_5
The Berenstain Bears' New Baby,A15J4AO1WAL36S,4/6,4.0,"some out-dated ideas, but still valuable","My two-and-a-half-year-old son enjoys this book. Yes, it does leave a lot of aspects out, but it's a short story, just long enough for a young child to sit and listen to. If you are OK with some stereotyping then go ahead and get this book. I have made sure to explain to my son that these are some out-dated ideas and things are different nowadays!"
The Berenstain Bears' New Baby,,4/6,4.0,A very nice book,"We bought several books for my two-year old son to prepare him for our new baby. This book does a nice job talking about transitions, specifically growing up and needing a new, larger bed. My son identifies with that, and he likes the story (especially how Papa Bear uses tools to build the new bed). The new baby shows up at the very end of this story, so admittedly, that is not the main focus of this book. (The book might be better titled, ""The Berenstain Bears' New Bed"".) If you want a book that gives your child details on a new baby (what happens at the hospital, how to breastfeed, how to help take care of it, etc.), then you obviously need to buy a different book. But you probably want to get multiple books on the 'new baby' theme, and this one fits in nicely."
The Berenstain Bears' New Baby,A2SU97XFIU85RY,2/3,3.0,Could have been more informative.,"There is not a lot of information about expecting a baby. It did not really open conversation about having another child in our home, but my son like books so it wasn't a total waste."
The Berenstain Bears' New Baby,A2UZUH4QHV4HA1,0/0,5.0,love the bear books!,"I am giving this to a close friend who is expecting because my 3 favorite animals are turtles, owls, and bears so I was looking for baby books that had something to do with each animal :)"
The Berenstain Bears' New Baby,A3SRVWSJNIOUS2,0/0,5.0,Great read,I loved this book. My Mommy downloaded it for me and I read it to my baby sister. we both loved it
The Berenstain Bears' New Baby,A214NWHHH1TYM9,0/0,5.0,Perfect Present for Big Sis,We have a new baby on the way and this book was for our first child - we love the Berenstain Bears and the fact that every book has a good lesson!
The Berenstain Bears' New Baby,A2K6PDCFH0SEMW,0/0,3.0,"Cute, But A Very Different Berenstain Bears!","I'm sure this was my fault for not reading the description (mom brain) but I was surprised by this book. The story is about the birth of Sister Bear. Brother Bear is referred to by a different name and the Bear family lives in a very different version of their tree house.It's still a good story, but it's a very early version of the Berenstain family. I purchased Berenstain Bears Baby Makes 3 as well and I like that one better for continuity purposes."
The Berenstain Bears' New Baby,A2SGMV56UBS2OC,0/0,5.0,Childhood Memories,As a child my favorite books were the Berenstain Bears. When my husband and I started our family the first books I looked at were the Berestain Bears Collection. I couldn't wait to start sharing these books with my children.
The Berenstain Bears' New Baby,AW190OUOTN8DC,0/0,5.0,A must for all expectant big sisters and brothers...,Bought this in 1983 originally to read to my daughter to prepare her for our new baby. She adored it we read it everyday. Bought this one for our grand daughter who adores it too.Great story ...lots of areas young children can relate to....shame not available on uk amazon.....
The Berenstain Bears' New Baby,APMDL000S5WXW,0/0,3.0,I wasn't clear on what age this was for - too old for my 2 yo,"I bought this for my two year-old and the story is a little old for him. We read it to him anyway, but couching the new baby in terms of a new bed being built out in the woods with his father is a bit obscure to try and prepare him for his new sibling. It's just another nice story to read instead."
The Berenstain Bears' New Baby,A17PGQAYLQBS0A,0/0,5.0,Great book for brothers & Sisters to be,It is a great book! I bought this book for my great niece who is going to be a big sister in April. She is 3 years old and really loves the book.
The Berenstain Bears' New Baby,A2K4WOSH37GSW6,0/0,4.0,Sweet,"This book is a sweet for young children. My granddaughter enjoyed reading it and continues to read it over and over again. Having purchased the Bernstein Bears books for my children in the past, I knew they would be a great read for my grandchildren ... and that stood true. These books also meet reading requirements for younger readers. I definitely recommend this.This book is entertaining. Having purchased the Bernstein Bears books for my children in the past, I knew they would be a great read for my grandchildren ... and that stood true. They also meet reading requirements for younger readers. I definitely recommend this."
The Berenstain Bears' New Baby,A5OJC4MWE1F6B,0/0,5.0,The first Berenstain Bears book.,This is the first Berenstain Bears book that I got for my daughter when I was expecting her brother. She loved it and now I have gotten it for my granddaughter who is waiting for her little sister to arrive. My daughters said that when she read it to her it brought back good memories of when I read it to her. Love this book.
The Berenstain Bears' New Baby,A2ID9NP7XIDQH,0/0,4.0,Great!,Thanks for your services. Great book. My daughter loves it. Preparing her for becoming a big sister in a short time.
